,current_annual_salary
5368,29779.07
5369,92652.35
5370,84974.0
5371,104717.28
5372,118400.0
5373,57230.0
5374,107657.0
5375,105743.92
5376,36707.05
5377,100849.36
5378,73801.0
5379,76217.81
5380,97912.0
5381,36073.14
5382,69222.18
5383,64705.41
5384,56580.0
5385,49717.45
5386,56733.0
5387,67384.0
5388,65105.0
5389,94052.2
5390,79663.29
5391,23970.08
5392,55139.73
5393,65752.0
5394,82821.0
5395,57476.06
5396,43525.72
5397,56340.45
5398,80895.0
5399,82275.0
5400,84974.0
5401,107128.71
5402,112266.0
5403,92756.7
5404,81066.0
5405,67940.77
5406,71342.6
5407,84019.97
5408,97912.0
5409,91007.15
5410,68472.52
5411,17192.05
5412,58455.0
5413,50910.0
5414,61035.5
5415,44561.1
5416,36914.25
5417,63493.0
5418,84974.0
5419,105743.92
5420,174661.34
5421,46325.1
5422,87523.22
5423,74713.0
5424,61775.8
5425,68971.62
5426,91248.21
5427,73801.0
5428,65752.0
5429,47821.87
5430,58455.0
5431,69222.18
5432,72902.0
5433,55328.0
5434,83658.0
5435,107657.0
5436,122589.42
5437,73801.0
5438,33564.74
5439,110424.49
5440,58178.18
5441,115455.6
5442,77343.0
5443,64141.0
5444,88859.0
5445,110886.71
5446,75928.94
5447,43985.0
5448,95187.98
5449,27805.44
5450,55802.0
5451,69222.18
5452,43861.82
5453,65530.0
5454,144375.87
5455,83611.44
5456,40631.32
5457,20419.48
5458,56733.0
5459,42053.33
5460,114079.71
5461,46626.87
5462,55054.0
5463,19060.64
5464,39257.0
5465,130020.2
5466,52042.22
5467,55328.0
5468,58448.0
5469,80788.59
5470,123902.96
5471,63123.37
5472,70435.0
5473,44350.02
5474,66409.05
5475,84968.68
5476,40631.32
5477,63345.0
5478,31588.82
5479,91571.74
5480,62620.0
5481,71927.98
5482,123486.7
5483,49027.33
5484,63450.68
5485,57186.0
5486,83497.98
5487,104717.28
5488,100849.36
5489,58455.0
5490,81066.0
5491,121962.43
5492,94491.13
5493,61725.0
5494,70435.0
5495,58715.54
5496,102664.0
5497,45261.0
5498,50910.0
5499,55142.18
5500,45261.0
5501,89620.0
5502,69222.18
5503,107128.71
5504,100849.36
5505,72822.17
5506,125424.0
5507,126107.66
5508,93396.0
5509,39257.31
5510,55328.0
5511,93396.0
5512,69790.0
5513,93396.0
5514,85445.0
5515,74713.0
5516,40631.32
5517,45049.12
5518,43525.72
5519,103506.0
5520,110229.0
5521,63171.73
5522,57365.0
5523,44753.0
5524,80986.0
5525,84974.0
5526,71945.68
5527,50910.0
5528,56580.0
5529,95263.92
5530,51364.31
5531,92756.7
5532,41953.24
5533,85854.0
5534,35411.3
5535,88859.0
5536,50699.16
5537,107128.71
5538,79647.84
5539,92756.7
5540,29779.07
5541,93396.0
5542,50910.0
5543,102664.0
5544,75920.0
5545,67729.71
5546,70435.0
5547,39730.39
5548,65752.0
5549,79268.0
5550,55014.29
5551,97912.0
5552,65776.57
5553,128377.54
5554,104717.28
5555,128160.85
5556,78677.31
5557,50910.0
5558,125401.04
5559,43525.71
5560,85280.06
5561,42053.83
5562,92756.7
5563,45261.0
5564,46626.87
5565,82851.51
5566,45261.0
5567,86588.0
5568,83545.96
5569,130506.3
5570,76015.03
5571,91969.07
5572,148931.2
5573,58455.0
5574,53505.68
5575,64216.01
5576,67941.56
5577,23318.28
5578,39074.84
5579,57625.16
5580,69222.18
5581,100237.98
5582,156525.0
5583,39257.0
5584,65680.86
5585,53788.0
5586,84832.58
5587,79227.0
5588,70435.0
5589,61314.52
5590,17793.77
5591,83497.98
5592,94325.19
5593,39163.74
5594,123902.96
5595,80784.0
5596,54730.0
5597,50910.0
5598,64705.5
5599,57265.0
5600,82996.15
5601,57265.0
5602,46972.96
5603,83658.0
5604,92756.7
5605,91257.12
5606,40631.32
5607,88168.0
5608,174166.0
5609,77774.66
5610,69222.18
5611,39351.08
5612,89620.0
5613,62875.6
5614,49946.85
5615,97912.0
5616,97912.0
5617,94870.47
5618,71796.0
5619,54905.64
5620,64872.75
5621,112899.0
5622,70422.0
5623,64141.0
5624,76745.39
5625,49068.0
5626,43525.12
5627,92756.7
5628,43525.72
5629,47280.91
5630,64052.33
5631,18193.45
5632,68550.12
5633,51696.32
5634,102664.0
5635,18247.04
5636,115156.98
5637,64854.0
5638,106448.44
5639,87967.15
5640,30100.72
5641,43422.51
5642,135043.59
5643,36363.34
5644,46636.1
5645,46683.05
5646,42367.73
5647,51355.08
5648,24978.81
5649,38480.14
5650,70396.0
5651,143609.88
5652,92756.7
5653,49068.12
5654,33395.0
5655,40912.36
5656,57807.08
5657,56306.83
5658,46476.85
5659,39831.65
5660,92756.7
5661,58940.64
5662,73801.0
5663,43525.72
5664,41954.12
5665,28772.07
5666,120768.0
5667,42053.42
5668,60501.0
5669,110229.0
5670,107128.71
5671,92756.7
5672,95352.51
5673,82094.17
5674,108844.93
5675,57805.31
5676,40631.32
5677,101633.26
5678,48258.81
5679,97912.0
5680,43525.72
5681,58455.0
5682,83611.44
5683,135270.36
5684,83658.0
5685,56687.16
5686,69222.18
5687,49618.44
5688,49759.15
5689,53278.7
5690,136471.97
5691,70396.0
5692,89620.0
5693,65752.0
5694,75832.74
5695,93356.0
5696,54403.08
5697,85673.0
5698,71644.96
5699,37838.46
5700,79479.67
5701,135379.51
5702,97560.0
5703,126542.64
5704,114087.02
5705,83658.0
5706,58732.9
5707,11147.24
5708,93356.0
5709,72247.78
5710,97447.18
5711,98181.41
5712,25013.96
5713,60038.31
5714,97912.0
5715,97912.0
5716,46626.87
5717,156525.0
5718,130018.88
5719,52081.6
5720,151344.13
5721,103506.0
5722,39257.31
5723,89247.02
5724,38085.07
5725,89620.0
5726,101828.77
5727,64430.78
5728,36363.34
5729,42053.83
5730,93215.14
5731,48571.6
5732,62971.1
5733,63493.0
5734,79471.0
5735,73296.24
5736,82356.81
5737,56990.0
5738,58448.0
5739,110229.0
5740,88901.0
5741,66543.05
5742,73801.0
5743,59027.0
5744,57265.0
5745,45048.5
5746,96624.0
5747,45261.0
5748,83006.73
5749,50910.0
5750,118400.0
5751,130851.28
5752,37446.3
5753,102664.0
5754,82275.33
5755,107128.71
5756,45261.0
5757,80784.0
5758,45049.12
5759,93245.0
5760,91034.07
5761,16610.72
5762,100849.36
5763,49336.78
5764,110229.0
5765,100849.36
5766,43525.72
5767,97912.0
5768,85648.44
5769,61035.5
5770,50065.12
5771,45049.12
5772,48258.81
5773,93294.95
5774,76015.03
5775,43525.72
5776,76015.03
5777,85445.0
5778,73801.0
5779,77328.0
5780,67206.0
5781,56478.0
5782,82511.5
5783,75453.0
5784,51204.38
5785,54709.01
5786,83658.0
5787,89620.0
5788,64870.65
5789,71085.56
5790,41910.63
5791,57760.61
5792,55671.0
5793,44289.72
5794,40631.72
5795,85185.0
5796,74713.0
5797,40728.37
5798,29779.09
5799,35134.11
5800,92756.7
5801,79471.0
5802,53048.93
5803,88661.44
5804,135392.0
5805,49949.14
5806,106754.6
5807,37838.73
5808,65105.0
5809,52518.43
5810,79722.99
5811,36597.39
5812,75241.76
5813,75370.21
5814,42792.0
5815,87222.0
5816,100047.77
5817,102664.0
5818,87523.22
5819,83497.98
5820,85428.25
5821,50699.16
5822,103506.0
5823,36797.11
5824,70165.08
5825,62430.09
5826,76465.53
5827,97912.0
5828,37223.83
5829,64776.0
5830,88661.44
5831,80162.23
5832,135392.0
5833,95995.95
5834,16685.02
5835,90006.97
5836,75277.02
5837,44851.63
5838,60917.35
5839,53788.0
5840,57265.0
5841,53505.69
5842,85854.0
5843,44757.56
5844,155000.0
5845,70435.0
5846,156525.0
5847,92707.17
5848,57371.98
5849,123902.96
5850,58360.18
5851,28772.07
5852,55275.0
5853,45261.0
5854,72902.0
5855,75453.0
5856,74253.6
5857,64141.0
5858,102664.0
5859,76015.03
5860,48145.0
5861,55802.0
5862,89172.6
5863,84974.0
5864,66065.23
5865,112930.4
5866,63937.96
5867,72902.0
5868,103506.0
5869,156525.0
5870,43525.71
5871,54538.0
5872,58856.63
5873,64141.0
5874,54523.02
5875,77328.0
5876,94006.07
5877,88574.84
5878,57265.0
5879,44300.0
5880,41897.13
5881,75964.69
5882,66065.23
5883,85405.0
5884,52693.0
5885,61390.5
5886,21766.2
5887,36180.0
5888,70718.47
5889,57500.73
5890,123422.86
5891,49104.52
5892,60501.0
5893,105743.92
5894,111084.31
5895,69222.18
5896,97560.0
5897,83658.0
5898,115279.0
5899,27805.44
5900,74099.13
5901,35134.11
5902,37636.05
5903,62903.0
5904,64506.79
5905,66065.23
5906,45049.12
5907,83658.0
5908,95019.08
5909,109727.59
5910,55251.0
5911,89620.0
5912,54500.13
5913,65752.0
5914,71929.07
5915,48956.0
5916,58455.0
5917,66833.11
5918,94720.0
5919,93396.0
5920,75241.76
5921,89620.0
5922,134504.29
5923,50910.0
5924,52110.67
5925,29779.07
5926,69095.92
5927,66065.23
5928,56689.66
5929,70422.0
5930,104717.6
5931,96197.88
5932,102664.0
5933,93396.0
5934,99792.0
5935,60559.39
5936,54402.73
5937,135378.13
5938,29779.07
5939,56424.05
5940,69475.0
5941,140794.0
5942,102664.0
5943,53788.0
5944,116285.97
5945,60201.44
5946,53788.0
5947,151937.78
5948,63315.0
5949,61035.5
5950,70396.0
5951,56580.0
5952,99870.24
5953,69222.18
5954,69222.18
5955,56387.0
5956,80203.42
5957,69222.18
5958,58000.0
5959,81381.07
5960,45892.46
5961,92256.44
5962,87841.0
5963,97278.64
5964,43850.22
5965,56387.0
5966,50910.0
5967,42053.83
5968,89000.0
5969,65183.22
5970,65105.0
5971,93396.0
5972,90125.22
5973,40858.79
5974,104717.28
5975,78387.68
5976,107128.71
5977,25445.0
5978,91961.0
5979,50699.16
5980,135392.0
5981,57476.06
5982,106448.44
5983,102572.65
5984,55328.0
5985,121416.37
5986,69222.18
5987,59638.0
5988,46626.87
5989,79520.0
5990,80829.0
5991,50201.32
5992,64041.39
5993,64141.0
5994,73778.74
5995,58483.81
5996,58671.02
5997,93356.0
5998,92756.7
5999,97912.0
6000,74815.0
6001,118930.0
6002,117174.02
6003,48722.98
6004,67384.0
6005,73477.0
6006,62620.0
6007,68054.0
6008,56478.0
6009,68543.0
6010,60201.44
6011,78365.0
6012,78096.0
6013,75453.0
6014,65304.4
6015,113316.0
6016,89620.0
6017,50699.15
6018,17192.05
6019,45049.11
6020,60201.44
6021,86537.84
6022,107657.0
6023,61792.77
6024,135392.0
6025,156525.0
6026,29779.07
6027,41100.3
6028,36607.48
6029,73801.0
6030,72902.0
6031,42053.33
6032,92652.34
6033,78889.86
6034,48641.36
6035,67753.0
6036,42387.45
6037,59638.0
6038,83497.98
6039,120768.0
6040,71780.17
6041,23318.28
6042,56429.49
6043,89079.0
6044,56689.66
6045,65642.42
6046,45384.51
6047,72360.0
6048,107657.0
6049,93945.0
6050,84825.0
6051,89620.0
6052,67090.59
6053,45261.0
6054,118400.0
6055,50910.0
6056,58512.07
6057,76015.03
6058,58671.02
6059,50697.93
6060,78096.0
6061,104717.28
6062,61860.6
6063,50354.49
6064,34611.09
6065,77343.0
6066,19060.61
6067,93989.5
6068,57177.95
6069,55857.4
6070,36797.13
6071,18416.05
6072,42792.0
6073,92756.7
6074,92756.7
6075,84974.0
6076,68015.0
6077,52734.57
6078,110886.71
6079,49949.14
6080,60711.33
6081,128519.0
6082,65752.0
6083,100849.36
6084,66543.19
6085,46626.87
6086,46626.87
6087,79573.39
6088,44300.0
6089,79663.29
6090,113316.0
6091,62678.97
6092,74617.74
6093,49625.72
6094,84341.0
6095,37838.46
6096,43700.2
6097,67384.0
6098,79676.0
6099,54538.0
6100,51576.0
6101,113453.3
6102,29779.09
6103,73801.0
6104,93945.0
6105,118400.0
6106,83611.44
6107,149529.08
6108,86588.0
6109,45406.49
6110,56946.26
6111,57265.0
6112,65209.54
6113,50910.0
6114,135675.0
6115,64052.01
6116,100849.36
6117,42487.0
6118,18193.45
6119,78096.0
6120,117264.77
6121,107807.51
6122,44753.0
6123,58455.0
6124,92798.18
6125,125588.48
6126,57070.9
6127,117846.56
6128,83516.0
6129,38061.11
6130,55328.0
6131,55328.0
6132,115279.0
6133,58511.71
6134,106456.0
6135,52563.37
6136,46626.87
6137,48258.81
6138,58455.0
6139,85890.73
6140,45261.0
6141,83497.98
6142,57863.04
6143,20056.61
6144,75597.04
6145,73760.77
6146,104199.56
6147,73801.0
6148,100849.36
6149,143000.0
6150,85834.0
6151,140794.0
6152,83594.0
6153,72534.66
6154,72902.0
6155,62287.65
6156,125809.07
6157,65752.0
6158,63493.0
6159,72269.66
6160,46626.87
6161,72560.66
6162,40631.32
6163,67206.0
6164,43525.72
6165,86537.84
6166,77836.36
6167,135187.92
6168,61398.98
6169,16610.68
6170,145759.76
6171,62620.0
6172,88321.3
6173,51576.0
6174,59295.61
6175,18416.04
6176,40631.32
6177,87523.22
6178,46972.96
6179,67922.0
6180,57265.0
6181,72212.72
6182,85834.0
6183,115324.9
6184,49949.25
6185,39257.31
6186,95263.92
6187,79585.44
6188,81490.85
6189,58455.0
6190,64141.0
6191,58657.24
6192,52471.74
6193,52099.83
6194,49415.14
6195,89620.0
6196,101181.05
6197,79628.76
6198,89620.0
6199,63315.0
6200,59027.0
6201,67206.0
6202,52032.17
6203,48641.81
6204,97912.0
6205,57476.06
6206,54537.7
6207,62360.24
6208,46516.83
6209,55328.0
6210,105743.92
6211,53048.93
6212,93366.11
6213,42053.83
6214,182492.0
6215,67206.0
6216,56990.0
6217,35552.39
6218,64796.01
6219,74713.0
6220,79257.1
6221,106833.29
6222,74146.46
6223,48145.0
6224,97392.47
6225,67345.09
6226,24134.31
6227,57719.59
6228,49044.0
6229,77328.0
6230,66065.23
6231,52693.0
6232,51969.0
6233,95167.04
6234,87530.73
6235,58360.18
6236,96197.88
6237,58448.0
6238,84201.0
6239,129987.08
6240,30519.57
6241,74815.0
6242,72475.44
6243,38831.3
6244,65530.0
6245,46469.0
6246,74815.0
6247,26208.35
6248,77787.0
6249,55328.0
6250,82390.34
6251,42487.0
6252,50910.0
6253,104717.28
6254,140794.0
6255,49949.14
6256,51574.16
6257,89247.9
6258,102664.0
6259,41737.38
6260,104734.0
6261,43525.72
6262,54954.73
6263,39832.99
6264,25546.33
6265,48984.69
6266,61879.99
6267,64019.98
6268,69222.18
6269,67500.0
6270,117174.02
6271,96197.88
6272,131348.75
6273,57234.12
6274,102664.0
6275,72998.31
6276,93396.0
6277,121952.0
6278,49887.26
6279,22105.41
6280,101323.45
6281,114098.84
6282,44300.0
6283,41953.24
6284,53788.0
6285,66071.27
6286,47878.33
6287,74713.0
6288,83497.98
6289,60318.22
6290,105228.26
6291,93396.0
6292,48722.98
6293,86883.31
6294,92756.7
6295,43525.72
6296,65716.0
6297,28772.07
6298,121167.06
6299,40946.26
6300,71908.0
6301,50785.86
6302,99792.0
6303,39162.82
6304,50132.65
6305,91969.07
6306,66555.1
6307,102664.0
6308,66065.23
6309,39257.31
6310,50326.05
6311,94250.92
6312,59276.91
6313,58164.01
6314,83449.3
6315,77749.83
6316,77328.0
6317,78096.0
6318,42053.42
6319,156525.0
6320,123902.96
6321,61408.0
6322,105743.92
6323,82821.0
6324,29779.07
6325,119796.23
6326,83658.0
6327,95825.79
6328,48260.15
6329,74617.86
6330,83497.98
6331,69573.0
6332,64615.13
6333,72902.0
6334,175127.0
6335,99958.87
6336,17793.56
6337,119713.0
6338,86537.84
6339,52693.0
6340,65752.0
6341,50910.0
6342,77029.0
6343,37625.9
6344,43525.71
6345,100849.36
6346,93294.96
6347,84537.88
6348,84974.0
6349,52700.74
6350,66199.42
6351,72534.66
6352,85854.0
6353,45384.51
6354,120600.0
6355,83755.85
6356,43525.71
6357,73801.0
6358,42000.0
6359,107657.0
6360,45145.07
6361,66065.23
6362,40631.32
6363,76015.03
6364,97912.0
6365,30542.43
6366,29779.07
6367,49831.0
6368,83658.0
6369,44850.59
6370,175127.0
6371,39257.0
6372,102735.6
6373,33221.43
6374,45261.0
6375,48258.81
6376,79227.0
6377,58353.82
6378,58455.0
6379,80829.0
6380,60618.0
6381,110756.8
6382,67592.19
6383,54422.47
6384,100849.36
6385,88168.0
6386,80145.0
6387,29779.07
6388,85449.24
6389,44300.0
6390,40631.32
6391,70599.34
6392,39351.07
6393,60066.76
6394,63887.0
6395,89620.0
6396,35585.5
6397,39003.45
6398,116302.93
6399,58562.0
6400,70820.09
6401,132433.55
6402,58455.0
6403,53788.0
6404,76420.03
6405,96197.88
6406,75277.02
6407,46469.0
6408,45261.0
6409,50211.0
6410,86588.0
6411,44663.47
6412,16049.0
6413,136293.25
6414,92756.7
6415,65105.0
6416,78096.0
6417,70052.0
6418,16049.0
6419,61408.0
6420,83658.0
6421,57660.28
6422,46891.09
6423,56709.36
6424,73801.0
6425,112899.0
6426,40631.23
6427,87523.22
6428,56464.05
6429,58455.0
6430,84254.18
6431,156525.0
6432,92756.7
6433,83692.79
6434,66065.23
6435,135392.0
6436,17793.55
6437,108831.76
6438,63403.72
6439,118400.0
6440,67206.0
6441,86704.93
6442,70884.0
6443,40200.0
6444,84974.0
6445,60201.44
6446,23318.28
6447,87967.15
6448,93356.0
6449,45049.34
6450,39257.31
6451,45261.0
6452,38756.92
6453,103506.0
6454,141539.36
6455,70641.24
6456,92756.7
6457,116318.31
6458,100849.36
6459,60402.66
6460,129589.4
6461,93450.27
6462,103505.29
6463,56580.0
6464,68015.0
6465,52342.11
6466,45225.0
6467,17982.55
6468,53383.79
6469,93396.0
6470,64141.0
6471,89663.11
6472,118930.0
6473,126781.06
6474,69222.18
6475,129292.88
6476,58773.0
6477,43525.72
6478,83658.0
6479,42053.42
6480,38831.29
6481,52721.77
6482,89620.0
6483,77328.0
6484,56145.66
6485,90131.39
6486,91751.37
6487,69218.79
6488,49068.0
6489,135378.13
6490,56990.0
6491,155693.29
6492,92756.7
6493,59638.0
6494,77328.0
6495,38020.38
6496,57265.0
6497,56733.0
6498,77397.73
6499,97912.0
6500,65382.0
6501,48571.6
6502,29779.07
6503,135392.0
6504,64622.0
6505,45261.0
6506,53989.73
6507,50963.8
6508,64888.45
6509,40953.87
6510,97392.47
6511,69744.0
6512,50910.0
6513,68274.95
6514,64571.25
6515,79628.76
6516,36707.05
6517,68574.1
6518,59072.0
6519,49949.25
6520,70422.0
6521,50910.0
6522,48258.81
6523,63197.03
6524,131348.75
6525,104717.28
6526,92756.7
6527,85185.0
6528,52107.0
6529,71377.3
6530,66065.23
6531,72534.66
6532,67206.0
6533,65943.48
6534,96763.35
6535,48571.6
6536,43759.74
6537,26208.35
6538,62851.64
6539,50910.0
6540,91807.11
6541,85405.0
6542,54730.0
6543,195815.0
6544,24134.31
6545,63535.07
6546,42487.0
6547,80829.0
6548,65752.0
6549,96624.0
6550,77343.0
6551,73801.0
6552,55671.0
6553,62482.02
6554,83658.0
6555,69161.89
6556,63542.35
6557,48571.6
6558,67106.64
6559,60775.0
6560,74820.2
6561,60201.44
6562,68054.0
6563,73801.0
6564,37838.45
6565,106257.24
6566,68015.0
6567,38020.38
6568,118080.06
6569,84905.86
6570,30472.32
6571,44757.55
6572,16610.68
6573,56236.95
6574,45261.0
6575,52887.44
6576,76741.59
6577,49233.32
6578,112930.4
6579,71642.04
6580,65082.89
6581,57807.08
6582,54402.73
6583,48722.98
6584,86622.09
6585,56290.77
6586,45048.5
6587,69744.63
6588,107128.71
6589,45048.5
6590,64435.1
6591,88700.01
6592,80002.98
6593,100849.36
6594,39257.31
6595,56280.0
6596,48258.81
6597,42053.42
6598,58455.0
6599,56305.95
6600,102664.0
6601,38004.12
6602,109520.88
6603,43244.28
6604,62903.0
6605,60771.36
6606,44694.45
6607,54308.75
6608,58455.0
6609,78052.0
6610,91969.07
6611,52219.84
6612,100849.36
6613,77051.34
6614,46626.87
6615,63493.0
6616,73801.0
6617,52979.99
6618,20419.36
6619,56490.51
6620,54730.0
6621,65752.0
6622,73801.0
6623,56990.0
6624,34537.99
6625,55611.06
6626,87662.12
6627,53381.0
6628,87222.0
6629,92756.7
6630,120967.0
6631,58671.02
6632,45048.5
6633,78096.0
6634,90205.0
6635,89620.0
6636,42053.42
6637,40415.0
6638,60201.44
6639,62849.7
6640,46626.87
6641,58448.0
6642,100006.0
6643,58562.0
6644,52098.58
6645,52693.0
6646,56980.89
6647,39351.08
6648,92756.7
6649,50910.0
6650,89620.0
6651,50699.14
6652,71610.0
6653,93396.0
6654,30519.56
6655,84201.0
6656,69744.0
6657,76661.33
6658,81405.0
6659,50888.15
6660,94099.0
6661,85673.0
6662,38752.55
6663,49949.14
6664,82556.0
6665,73801.0
6666,41523.43
6667,118930.0
6668,89091.83
6669,73801.0
6670,130023.08
6671,96197.88
6672,83497.98
6673,50910.0
6674,35552.3
6675,72691.31
6676,50910.0
6677,156517.03
6678,102664.0
6679,141539.36
6680,51576.0
6681,86588.0
6682,175127.0
6683,112899.0
6684,75277.02
6685,77343.0
6686,39832.1
6687,96763.35
6688,70435.0
6689,24023.44
6690,93396.0
6691,35552.77
6692,75241.76
6693,97755.0
6694,82821.0
6695,70435.0
6696,57718.73
6697,42792.0
6698,135945.95
6699,102664.0
6700,95187.98
6701,102664.0
6702,58249.8
6703,82675.08
6704,63315.0
6705,76015.03
6706,74519.0
6707,121167.06
6708,60201.44
6709,107128.71
6710,61352.14
6711,40631.32
6712,79628.76
6713,52693.0
6714,161495.4
6715,61344.0
6716,68115.81
6717,118930.0
6718,117239.0
6719,106448.44
6720,41258.17
6721,67206.0
6722,64826.66
6723,88330.93
6724,71573.08
6725,86708.62
6726,63274.56
6727,123004.0
6728,112000.0
6729,52602.78
6730,89620.0
6731,63919.14
6732,48144.42
6733,94277.96
6734,92756.7
6735,39257.31
6736,97912.0
6737,103506.0
6738,92756.7
6739,84871.0
6740,71796.0
6741,93546.57
6742,72140.03
6743,96197.88
6744,55889.73
6745,77029.0
6746,92756.7
6747,72534.66
6748,84340.28
6749,64141.0
6750,64105.62
6751,33370.04
6752,59130.0
6753,43525.72
6754,45049.12
6755,92756.7
6756,73801.0
6757,64853.44
6758,22524.26
6759,61006.03
6760,70435.0
6761,100006.0
6762,27675.0
6763,76015.03
6764,62701.49
6765,56049.28
6766,63100.99
6767,57620.0
6768,45049.12
6769,64141.0
6770,67044.0
6771,89825.07
6772,53609.78
6773,104717.28
6774,73559.2
6775,52356.35
6776,21026.92
6777,68550.12
6778,61315.78
6779,74095.0
6780,88093.46
6781,69744.0
6782,52081.11
6783,56850.0
6784,31899.51
6785,57302.89
6786,42053.83
6787,46626.87
6788,29779.06
6789,42053.42
6790,77029.0
6791,123902.96
6792,58455.0
6793,42649.12
6794,17269.0
6795,68845.62
6796,76384.21
6797,45048.5
6798,92756.7
6799,93373.78
6800,102664.0
6801,69222.18
6802,52032.19
6803,77343.0
6804,83214.0
6805,83658.0
6806,102639.81
6807,38524.73
6808,91005.0
6809,58720.0
6810,92756.7
6811,73801.0
6812,25445.0
6813,170687.0
6814,109134.05
6815,24978.81
6816,107657.0
6817,42053.33
6818,93396.0
6819,72628.78
6820,39257.0
6821,87843.27
6822,45049.12
6823,36363.34
6824,64141.0
6825,50334.11
6826,52693.0
6827,50343.91
6828,84772.39
6829,56012.49
6830,44758.57
6831,46626.87
6832,39195.0
6833,27805.44
6834,67424.0
6835,102664.0
6836,55443.86
6837,57315.42
6838,78889.86
6839,149529.08
6840,56980.89
6841,47443.98
6842,115480.72
6843,95331.33
6844,55376.69
6845,57265.0
6846,89620.0
6847,95187.98
6848,46319.36
6849,102664.0
6850,58455.0
6851,21766.2
6852,60713.84
6853,83658.0
6854,107657.0
6855,51576.0
6856,96793.54
6857,37838.46
6858,125875.02
6859,100849.36
6860,18416.07
6861,112415.38
6862,43153.12
6863,41598.04
6864,18246.76
6865,73801.0
6866,94265.22
6867,53048.93
6868,75453.0
6869,19263.33
6870,46068.92
6871,52032.19
6872,71010.68
6873,56980.89
6874,49068.0
6875,48548.22
6876,45048.5
6877,15969.0
6878,83971.06
6879,94449.0
6880,42367.37
6881,83658.0
6882,39989.27
6883,76745.39
6884,60201.44
6885,117390.0
6886,67982.93
6887,89620.0
6888,65716.0
6889,43525.72
6890,24978.81
6891,97392.47
6892,56688.39
6893,69222.18
6894,44707.91
6895,88168.0
6896,15834.05
6897,64873.05
6898,73946.54
6899,100849.36
6900,101538.67
6901,63278.76
6902,101338.92
6903,129403.12
6904,78096.0
6905,103459.0
6906,66065.23
6907,96763.35
6908,71220.1
6909,41781.91
6910,85443.0
6911,66876.13
6912,119713.0
6913,109810.14
6914,82019.65
6915,61135.2
6916,85018.36
6917,38756.92
6918,46469.0
6919,92756.7
6920,39832.99
6921,51969.0
6922,74886.63
6923,45261.0
6924,67384.0
6925,83658.0
6926,49364.0
6927,50910.0
6928,96624.0
6929,45261.0
6930,81352.73
6931,59242.3
6932,69813.09
6933,52693.0
6934,69222.18
6935,61787.48
6936,61344.0
6937,24809.23
6938,120117.06
6939,57068.63
6940,44830.05
6941,60501.0
6942,55275.0
6943,51670.26
6944,61494.32
6945,50910.0
6946,39257.31
6947,81646.1
6948,46671.22
6949,83658.0
6950,67206.0
6951,100849.36
6952,89620.0
6953,103506.0
6954,97912.0
6955,88011.34
6956,61707.0
6957,110229.0
6958,119796.3
6959,96792.26
6960,56478.0
6961,72094.53
6962,48145.0
6963,53788.0
6964,149529.08
6965,39257.0
6966,81492.0
6967,40631.32
6968,40631.32
6969,66065.23
6970,77543.85
6971,101176.43
6972,25445.0
6973,107128.71
6974,80145.0
6975,97224.98
6976,58773.0
6977,50272.2
6978,83497.98
6979,58455.0
6980,123902.96
6981,135392.0
6982,70435.0
6983,47940.3
6984,43525.72
6985,75277.02
6986,59767.05
6987,55429.52
6988,53788.0
6989,39257.31
6990,34172.68
6991,19728.85
6992,40105.92
6993,89620.0
6994,54022.26
6995,20934.07
6996,36992.05
6997,65780.67
6998,36606.62
6999,27901.0
7000,43243.96
7001,52447.27
7002,87523.22
7003,29779.07
7004,33395.0
7005,174166.0
7006,70435.0
7007,53604.63
7008,58157.89
7009,65530.0
7010,129142.5
7011,50910.0
7012,80784.0
7013,42053.42
7014,69739.09
7015,46693.16
7016,80551.02
7017,89620.0
7018,51074.68
7019,33534.54
7020,128519.0
7021,92756.7
7022,77328.0
7023,114087.02
7024,58455.0
7025,84974.0
7026,144472.55
7027,85700.74
7028,56688.39
7029,51253.43
7030,66687.72
7031,65752.0
7032,70396.0
7033,83817.3
7034,48150.0
7035,57807.08
7036,66065.23
7037,29534.52
7038,82851.51
7039,156478.83
7040,93945.0
7041,100849.36
7042,82632.68
7043,92756.7
7044,54709.01
7045,84974.0
7046,94413.37
7047,56478.0
7048,81066.0
7049,92756.7
7050,77434.0
7051,63493.0
7052,107128.71
7053,97912.0
7054,58062.82
7055,87523.22
7056,97912.0
7057,134403.16
7058,84974.0
7059,128519.0
7060,135392.0
7061,71264.02
7062,132162.52
7063,88168.0
7064,42053.83
7065,67859.0
7066,83658.0
7067,156510.65
7068,67753.0
7069,134763.1
7070,97560.0
7071,42662.89
7072,79057.66
7073,102659.52
7074,41500.0
7075,92756.7
7076,48572.17
7077,25445.0
7078,51684.82
7079,29779.07
7080,93396.0
7081,63445.0
7082,95187.98
7083,107657.0
7084,64564.0
7085,24534.0
7086,72195.63
7087,68015.0
7088,69222.18
7089,35552.78
7090,83066.61
7091,46068.91
7092,70396.0
7093,44753.0
7094,65591.78
7095,54944.04
7096,50211.0
7097,41688.0
7098,85405.0
7099,67235.97
7100,56688.39
7101,48500.0
7102,20419.48
7103,80829.0
7104,80829.0
7105,118930.0
7106,50890.0
7107,59072.0
7108,50951.05
7109,90854.45
7110,53163.59
7111,64541.65
7112,133720.77
7113,96359.63
7114,100047.95
7115,53788.0
